title,artist,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Who's Afraid Of Little Old Me?,Taylor Swift,2024-05-25,0.606,0.338,0,-10.555,1,0.048,0.315,0.0,0.106,0.238,119.88,spotify:track:2d8UxVNhJinc8uat9PoM9y
My Love Mine All Mine,Mitski,2024-05-25,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Espresso,Sabrina Carpenter,2024-05-25,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,spotify:track:2qSkIjg1o9h3YT9RAgYN75
Godspeed,Frank Ocean,2024-05-25,0.399,0.0969,6,-12.578,1,0.0509,0.929,0.000168,0.121,0.0758,109.54,spotify:track:34xTFwjPQ1dC6uJmleno7x
I Still Think About You,Sweet Boy,2024-05-25,0.515,0.0822,7,-17.92,1,0.0309,0.967,0.909,0.112,0.038,80.974,spotify:track:1gn36xiTbvh5ZdLQblagfP
Fall Back,Lithe,2024-05-25,0.871,0.158,3,-10.889,0,0.102,0.648,0.0363,0.113,0.46,126.078,spotify:track:1aHy1ipWQRNauI0ee9uYfi
Poison Tree,Grouper,2024-05-25,0.224,0.139,11,-22.587,1,0.0354,0.961,0.913,0.108,0.213,111.316,spotify:track:6Q5uDNuuFYa8ToL3CCoHPC
Hind's Hall,Macklemore,2024-05-25,0.658,0.742,1,-6.475,0,0.241,0.034,0.0,0.0992,0.458,93.117,spotify:track:1zOgXnODZUp87IGbF3b8YB
Chihiro,Billie Eilish,2024-05-25,0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj
Highway,Elusin,2024-05-25,0.24,0.575,0,-10.585,1,0.0331,0.664,0.965,0.12,0.0888,89.884,spotify:track:1NATCL1YTCQeupO1aUlqzz
Million Dollar Baby,Tommy Richman,2024-05-18,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,spotify:track:5AJ9hqTS2wcFQCELCFRO7A
Tell Ur Girlfriend,Lay Bankz,2024-05-18,0.866,0.741,7,-4.66,1,0.245,0.0933,0.0,0.0297,0.614,135.07,spotify:track:3lMzT16MjAKKXF7pSZn13B
Like That!,Laila!,2024-05-18,0.533,0.567,4,-8.983,1,0.0755,0.244,0.0,0.132,0.16,120.062,spotify:track:28ZwgrsyIbpX4diz92ACnm
A Bar Song (Tipsy),Shaboozey,2024-05-18,0.722,0.709,9,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,spotify:track:2FQrifJ1N335Ljm3TjTVVf
Pedro,"Jaxomy, Agatino Romero & Raffaella Carra",2024-05-18,0.788,0.936,9,-6.294,1,0.301,0.0229,1.3e-06,0.311,0.844,151.019,spotify:track:48lxT5qJF0yYyf2z4wB4xW
Gata Only,FloyyMenor X Cris Mj,2024-05-18,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,spotify:track:6XjDF6nds4DE2BBbagZol6
Hide Away,Daya,2024-05-18,0.884,0.826,11,-3.672,0,0.0853,0.222,2.29e-06,0.0651,0.465,94.997,spotify:track:7fPyCCiXVwbzPQ1MtoUChl
Scott Street (Slowed Down),Phoebe Bridgers,2024-05-18,0.508,0.417,10,-9.632,1,0.0296,0.77,0.0928,0.0887,0.483,134.944,spotify:track:6Uwi2Qk3H7fM4b4W4ExrAp
Not Like Us,Kendrick Lamar,2024-05-18,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,spotify:track:6AI3ezQ4o3HUoP6Dhudph3
I Like The Way You Kiss Me,Artemas,2024-05-18,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,spotify:track:2GxrNKugF82CnoRFbQfzPf
The Chicken In Black,Johnny Cash,2024-05-18,0.762,0.508,9,-11.94,1,0.239,0.708,0.0,0.134,0.753,94.616,spotify:track:6rb2YiWI5xJCPs1XfFz3Xz
Hell N Back,Bakar Featuring Summer Walker,2024-05-18,0.64,0.673,5,-4.519,0,0.563,0.288,2.15e-06,0.113,0.736,209.942,spotify:track:0jcw8cJf3TNMZN0BXlueML
Get It Sexyy,Sexyy Red,2024-05-18,0.814,0.632,5,-5.721,0,0.286,0.0931,1.68e-06,0.082,0.505,145.018,spotify:track:0mIdZEa3kU6btHfzbEibz4
Scars,Novulent,2024-05-18,0.339,0.842,9,-4.65,1,0.048,0.00317,1.4e-05,0.107,0.144,83.942,spotify:track:016z46SJwcRosW9Xb8JKmF
Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-05-18,0.673,0.567,7,-10.334,0,0.0322,0.0344,0.00506,0.151,0.497,136.005,spotify:track:1xUddpWyEuYl5T3mduKnOJ
Tengo Un Plan,Key-Key,2024-05-18,0.798,0.59,8,-9.46,1,0.175,0.12,0.0,0.12,0.533,101.983,spotify:track:3r9OpHiEaeMaBOa7kVtWtC
I Bet On Losing Dogs,Mitski,2024-05-18,0.398,0.493,9,-9.561,1,0.0303,0.00347,0.000157,0.106,0.412,82.048,spotify:track:2Co0IjcLTSHMtodwD4gzfg
Talk My Shit,BossMan DLow,2024-05-18,0.614,0.463,1,-7.052,1,0.189,0.00923,0.0,0.263,0.252,112.789,spotify:track:6O3WfmAQIgnLBGVzZJVS40
Space Song,Beach House,2024-05-18,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,spotify:track:7H0ya83CMmgFcOhw0UB6ow
Who's Afraid Of Little Old Me?,Taylor Swift,2024-05-18,0.606,0.338,0,-10.555,1,0.048,0.315,0.0,0.106,0.238,119.88,spotify:track:2d8UxVNhJinc8uat9PoM9y
Symphonia IX,Current Joys,2024-05-18,0.593,0.38,0,-12.682,1,0.0247,0.913,0.573,0.289,0.149,99.323,spotify:track:2V852FRIFO7mFgfiyDMum1
Como Te Pago,Lenier,2024-05-18,0.698,0.748,8,-3.915,1,0.0435,0.7,1.02e-05,0.0817,0.862,80.508,spotify:track:7we7oZsjbgE7h0kbYu1aej
Si No Quieres No,Luis R Conriquez x Neton Vega,2024-05-18,0.786,0.786,4,-6.372,0,0.0512,0.445,2.12e-06,0.0947,0.611,100.123,spotify:track:1C84d9abZVKWHT2YYpoean
Anything,Adrianne Lenker,2024-05-18,0.388,0.291,3,-12.952,1,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,spotify:track:4PwWESSlTwzvw9B7bmtTLS
So High School,Taylor Swift,2024-05-18,0.366,0.866,7,-4.514,1,0.0466,0.0274,3.07e-06,0.106,0.293,176.07,spotify:track:7Mts0OfPorF4iwOomvfqn1
End Of Beginning,Djo,2024-05-18,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,spotify:track:3qhlB30KknSejmIvZZLjOD
Come And Get Your Love,Redbone,2024-05-18,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,spotify:track:7GVUmCP00eSsqc4tzj1sDD
Wind Up Missin' You,Tucker Wetmore,2024-05-18,0.572,0.722,6,-5.818,1,0.0363,0.512,1.12e-06,0.124,0.636,171.857,spotify:track:7iQMm50NNwlUIRWhONZR2k
Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2024-05-18,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,spotify:track:5rb9QrpfcKFHM1EUbSIurX
"Not A Lot, Just Forever",Adrianne Lenker,2024-05-18,0.354,0.269,1,-13.242,1,0.0297,0.885,0.00035,0.0872,0.304,91.608,spotify:track:11hEwcy9LMEvzAlOYAFhkK
Devil Doesn't Bargain,Alec Benjamin,2024-05-18,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,spotify:track:1zu2GKHPJIsUu80SUJX4H4
Beautiful Things,Benson Boone,2024-05-18,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,spotify:track:6tNQ70jh4OwmPGpYy6R2o9
Promise,Laufey,2024-05-18,0.263,0.112,5,-16.55,1,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,spotify:track:08PdFBcXzpkn1cWNgmKqhn
Dance You Outta My Head,Cat Janice,2024-05-18,0.751,0.712,2,-7.181,0,0.0548,0.0608,0.0,0.1,0.598,115.966,spotify:track:6NMqeF0Ssmi7d3dSUqnOFf
Revival,Zach Bryan,2024-05-18,0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,spotify:track:2QfX9Pdz3q66fN3kCXl0Js
BK Back,Baby Kia,2024-05-18,0.595,0.417,0,-12.07,1,0.837,0.108,0.0,0.308,0.183,83.9,spotify:track:7cUbIDxRx7wfkI56hdL01D
Someday I'll Get It,Alek Olsen,2024-05-18,0.438,0.051,8,-22.44,1,0.0373,0.93,0.916,0.113,0.102,102.711,spotify:track:1lb0KfG9EyfSBsEifTUtXY
Ela Me Chamando,Ugovhb X Uxie Kid,2024-05-18,0.729,0.915,9,-4.596,1,0.0622,0.0634,0.0311,0.359,0.916,74.991,spotify:track:0PdlD2SWRhA1uiAUXBwXR5
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2024-05-18,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
Slay!,Eternxlkz,2024-05-18,0.681,0.773,1,-4.706,1,0.0345,0.0863,0.734,0.0978,0.504,129.923,spotify:track:67smGwuPEtA6GAfeweAVNO
Tek It,Cafune,2024-05-18,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,spotify:track:751srcHf5tUqcEa9pRCQwP
Small Town Boy,Bronski Beat,2024-05-18,0.543,0.957,0,-3.588,0,0.0608,0.00322,0.000138,0.0825,0.338,129.984,spotify:track:4AJQXDu71Je8OQ6mxYe53i
II Hands II Heaven,Beyonce,2024-05-18,0.674,0.602,7,-7.866,1,0.224,0.539,1.69e-06,0.0906,0.533,123.943,spotify:track:1Y7vNzQrybb2ICYKmbOfdt
My Love Mine All Mine,Mitski,2024-05-18,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Praise Jah In The Moonlight,YG Marley,2024-05-18,0.66,0.727,6,-4.028,0,0.0441,0.128,1.31e-05,0.524,0.418,125.023,spotify:track:3h5TiWTqGxjSjFrbruPFH9
Poison Tree,Grouper,2024-05-18,0.224,0.139,11,-22.587,1,0.0354,0.961,0.913,0.108,0.213,111.316,spotify:track:6Q5uDNuuFYa8ToL3CCoHPC
Back It Up And Dump It (Dump Truck),"Kinfolk Thugs, GC Eternal & Tyme Bomb",2024-05-18,0.708,0.657,0,-8.074,0,0.098,0.114,0.0,0.296,0.803,139.851,spotify:track:3hFnQwSt5zAWaYpLuMSWB7
Trees and Flowers,Strawberry Switchblade,2024-05-18,0.426,0.732,7,-5.822,1,0.0325,0.432,0.292,0.0887,0.805,118.807,spotify:track:39VxarnBZV8POFPXvnAD2U
Find Your People,Drew Holcomb And The Neighbors,2024-05-18,0.678,0.526,5,-7.292,1,0.0281,0.329,0.0,0.302,0.492,87.005,spotify:track:5htghP7rThIe6oXBN6uYI5
Zhurek,ADAM,2024-05-18,0.693,0.655,0,-4.411,1,0.031,0.68,0.00344,0.346,0.702,89.01,spotify:track:0ZyiSPeBaGwuisTDjyiZwh
Tell Ur Girlfriend,Lay Bankz,2024-05-11,0.866,0.741,7,-4.66,1,0.245,0.0933,0.0,0.0297,0.614,135.07,spotify:track:3lMzT16MjAKKXF7pSZn13B
Million Dollar Baby,Tommy Richman,2024-05-11,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,spotify:track:5AJ9hqTS2wcFQCELCFRO7A
A Bar Song (Tipsy),Shaboozey,2024-05-11,0.722,0.709,9,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,spotify:track:2FQrifJ1N335Ljm3TjTVVf
Like That!,Laila!,2024-05-11,0.533,0.567,4,-8.983,1,0.0755,0.244,0.0,0.132,0.16,120.062,spotify:track:28ZwgrsyIbpX4diz92ACnm
Scott Street (Slowed Down),Phoebe Bridgers,2024-05-11,0.508,0.417,10,-9.632,1,0.0296,0.77,0.0928,0.0887,0.483,134.944,spotify:track:6Uwi2Qk3H7fM4b4W4ExrAp
The Chicken In Black,Johnny Cash,2024-05-11,0.762,0.508,9,-11.94,1,0.239,0.708,0.0,0.134,0.753,94.616,spotify:track:6rb2YiWI5xJCPs1XfFz3Xz
Hell N Back,Bakar Featuring Summer Walker,2024-05-11,0.64,0.673,5,-4.519,0,0.563,0.288,2.15e-06,0.113,0.736,209.942,spotify:track:0jcw8cJf3TNMZN0BXlueML
Pedro,"Jaxomy, Agatino Romero & Raffaella Carra",2024-05-11,0.788,0.936,9,-6.294,1,0.301,0.0229,1.3e-06,0.311,0.844,151.019,spotify:track:48lxT5qJF0yYyf2z4wB4xW
I Like The Way You Kiss Me,Artemas,2024-05-11,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,spotify:track:2GxrNKugF82CnoRFbQfzPf
Gata Only,FloyyMenor X Cris Mj,2024-05-11,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,spotify:track:6XjDF6nds4DE2BBbagZol6
Hide Away,Daya,2024-05-11,0.884,0.826,11,-3.672,0,0.0853,0.222,2.29e-06,0.0651,0.465,94.997,spotify:track:7fPyCCiXVwbzPQ1MtoUChl
Who's Afraid Of Little Old Me?,Taylor Swift,2024-05-11,0.606,0.338,0,-10.555,1,0.048,0.315,0.0,0.106,0.238,119.88,spotify:track:2d8UxVNhJinc8uat9PoM9y
Get It Sexyy,Sexyy Red,2024-05-11,0.814,0.632,5,-5.721,0,0.286,0.0931,1.68e-06,0.082,0.505,145.018,spotify:track:0mIdZEa3kU6btHfzbEibz4
I Bet On Losing Dogs,Mitski,2024-05-11,0.398,0.493,9,-9.561,1,0.0303,0.00347,0.000157,0.106,0.412,82.048,spotify:track:2Co0IjcLTSHMtodwD4gzfg
Wind Up Missin' You,Tucker Wetmore,2024-05-11,0.572,0.722,6,-5.818,1,0.0363,0.512,1.12e-06,0.124,0.636,171.857,spotify:track:7iQMm50NNwlUIRWhONZR2k
Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-05-11,0.673,0.567,7,-10.334,0,0.0322,0.0344,0.00506,0.151,0.497,136.005,spotify:track:1xUddpWyEuYl5T3mduKnOJ
Talk My Shit,BossMan DLow,2024-05-11,0.614,0.463,1,-7.052,1,0.189,0.00923,0.0,0.263,0.252,112.789,spotify:track:6O3WfmAQIgnLBGVzZJVS40
Tengo Un Plan,Key-Key,2024-05-11,0.798,0.59,8,-9.46,1,0.175,0.12,0.0,0.12,0.533,101.983,spotify:track:3r9OpHiEaeMaBOa7kVtWtC
Come And Get Your Love,Redbone,2024-05-11,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,spotify:track:7GVUmCP00eSsqc4tzj1sDD
High Infidelity,Taylor Swift,2024-05-11,0.571,0.547,10,-10.141,1,0.101,0.704,0.0,0.0877,0.768,175.933,spotify:track:5kiZGSxgqPdv6rbqL9THdd
End Of Beginning,Djo,2024-05-11,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,spotify:track:3qhlB30KknSejmIvZZLjOD
Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2024-05-11,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,spotify:track:5rb9QrpfcKFHM1EUbSIurX
Anything,Adrianne Lenker,2024-05-11,0.388,0.291,3,-12.952,1,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,spotify:track:4PwWESSlTwzvw9B7bmtTLS
Beautiful Things,Benson Boone,2024-05-11,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,spotify:track:6tNQ70jh4OwmPGpYy6R2o9
Scars,Novulent,2024-05-11,0.339,0.842,9,-4.65,1,0.048,0.00317,1.4e-05,0.107,0.144,83.942,spotify:track:016z46SJwcRosW9Xb8JKmF
Someday I'll Get It,Alek Olsen,2024-05-11,0.438,0.051,8,-22.44,1,0.0373,0.93,0.916,0.113,0.102,102.711,spotify:track:1lb0KfG9EyfSBsEifTUtXY
Bow Bow Bow (F My Baby Dad),Sexyy Red,2024-05-11,0.823,0.728,1,-4.336,1,0.15,0.194,0.0,0.318,0.455,85.051,spotify:track:351CSUM0YDA0GCbHCSKoL1
So High School,Taylor Swift,2024-05-11,0.366,0.866,7,-4.514,1,0.0466,0.0274,3.07e-06,0.106,0.293,176.07,spotify:track:7Mts0OfPorF4iwOomvfqn1
Devil Doesn't Bargain,Alec Benjamin,2024-05-11,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,spotify:track:1zu2GKHPJIsUu80SUJX4H4
Si No Quieres No,Luis R Conriquez x Neton Vega,2024-05-11,0.786,0.786,4,-6.372,0,0.0512,0.445,2.12e-06,0.0947,0.611,100.123,spotify:track:1C84d9abZVKWHT2YYpoean
Jump,Tyla x Gunna x Skillibeng,2024-05-11,0.79,0.716,10,-3.446,0,0.0929,0.0297,1.87e-05,0.213,0.627,100.104,spotify:track:6XpEm7VJ7TZxZTawH8BCSW
Tu Name,Fuerza Regida,2024-05-11,0.76,0.747,0,-5.083,0,0.0282,0.0675,2.73e-06,0.309,0.884,128.912,spotify:track:3FqUPvubYeRCMsdJ02QyZR
Dance You Outta My Head,Cat Janice,2024-05-11,0.751,0.712,2,-7.181,0,0.0548,0.0608,0.0,0.1,0.598,115.966,spotify:track:6NMqeF0Ssmi7d3dSUqnOFf
Favorite,Isabel LaRosa,2024-05-11,0.726,0.652,10,-5.328,0,0.0779,0.00323,0.003,0.0905,0.625,97.032,spotify:track:3QJsSWa0Xo8MfaRn1gr4Be
Unwritten,Natasha Bedingfield,2024-05-11,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,spotify:track:3U5JVgI2x4rDyHGObzJfNf
Zhurek,ADAM,2024-05-11,0.693,0.655,0,-4.411,1,0.031,0.68,0.00344,0.346,0.702,89.01,spotify:track:0ZyiSPeBaGwuisTDjyiZwh
Back It Up And Dump It (Dump Truck),"Kinfolk Thugs, GC Eternal & Tyme Bomb",2024-05-11,0.708,0.657,0,-8.074,0,0.098,0.114,0.0,0.296,0.803,139.851,spotify:track:3hFnQwSt5zAWaYpLuMSWB7
Dolce Nonna,Wayne Jones & Amy Hayashi-Jones,2024-05-11,0.533,0.36,7,-10.901,1,0.035,0.23,0.0,0.0941,0.487,147.749,spotify:track:4jo1Owb5iq9DKuhANObCTB
II Hands II Heaven,Beyonce,2024-05-11,0.674,0.602,7,-7.866,1,0.224,0.539,1.69e-06,0.0906,0.533,123.943,spotify:track:1Y7vNzQrybb2ICYKmbOfdt
Ooo La La La,Teena Marie,2024-05-11,0.534,0.58,5,-10.488,1,0.0368,0.329,0.0,0.128,0.637,173.417,spotify:track:3lTEXatUG1GWFiDhWsrYAi
Play That Funky Music,Wild Cherry,2024-05-11,0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,spotify:track:5uuJruktM9fMdN9Va0DUMl
I Can Do It With A Broken Heart,Taylor Swift,2024-05-11,0.701,0.751,0,-8.39,1,0.0502,0.123,0.0,0.15,0.22,129.994,spotify:track:2fPvQfGQEZOKtJ9qXeL4x8
Dogtooth,"Tyler, The Creator",2024-05-11,0.706,0.648,8,-6.348,1,0.324,0.505,0.0,0.215,0.802,77.533,spotify:track:6OfOzTitafSnsaunQLuNFw
Promise,Laufey,2024-05-11,0.263,0.112,5,-16.55,1,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,spotify:track:08PdFBcXzpkn1cWNgmKqhn
Intergalactic Janet,Ley Soul,2024-05-11,0.766,0.475,10,-10.639,0,0.0342,0.48,0.00159,0.113,0.853,139.97,spotify:track:7zgEoBci3rKmEkLdsZ8ZKJ
Poison Tree,Grouper,2024-05-11,0.224,0.139,11,-22.587,1,0.0354,0.961,0.913,0.108,0.213,111.316,spotify:track:6Q5uDNuuFYa8ToL3CCoHPC
Mr. Weatherall,Young Hub City Featuring Big Zoe,2024-05-11,0.753,0.728,0,-5.439,1,0.228,0.00773,0.0,0.0653,0.752,170.022,spotify:track:5EoobjvWYSRwoPnhRojf5c
I Hate It Here,Taylor Swift,2024-05-11,0.485,0.562,2,-7.197,1,0.0346,0.717,0.0,0.357,0.297,105.953,spotify:track:3hlGuz3loYoLfI3bpwieWq
My Shirt,38 Dezzie,2024-05-11,0.731,0.711,11,-7.735,0,0.129,0.0832,6.33e-06,0.205,0.403,169.938,spotify:track:51AkDKHmXwHiDW38Ezq2Fh
Damn Shorty,Chief Keef & Mike WiLL Made-It Featuring Sexyy Red,2024-05-11,0.849,0.755,1,-7.4,0,0.363,0.346,0.0,0.0564,0.393,144.188,spotify:track:7EcE5yCPVZaZut1JqowbcI
Tell Ur Girlfriend,Lay Bankz,2024-05-04,0.866,0.741,7,-4.66,1,0.245,0.0933,0.0,0.0297,0.614,135.07,spotify:track:3lMzT16MjAKKXF7pSZn13B
Hell N Back,Bakar Featuring Summer Walker,2024-05-04,0.64,0.673,5,-4.519,0,0.563,0.288,2.15e-06,0.113,0.736,209.942,spotify:track:0jcw8cJf3TNMZN0BXlueML
I Like The Way You Kiss Me,Artemas,2024-05-04,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,spotify:track:2GxrNKugF82CnoRFbQfzPf
Who's Afraid Of Little Old Me?,Taylor Swift,2024-05-04,0.606,0.338,0,-10.555,1,0.048,0.315,0.0,0.106,0.238,119.88,spotify:track:2d8UxVNhJinc8uat9PoM9y
Gata Only,FloyyMenor X Cris Mj,2024-05-04,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,spotify:track:6XjDF6nds4DE2BBbagZol6
Scott Street (Slowed Down),Phoebe Bridgers,2024-05-04,0.508,0.417,10,-9.632,1,0.0296,0.77,0.0928,0.0887,0.483,134.944,spotify:track:6Uwi2Qk3H7fM4b4W4ExrAp
Get It Sexyy,Sexyy Red,2024-05-04,0.814,0.632,5,-5.721,0,0.286,0.0931,1.68e-06,0.082,0.505,145.018,spotify:track:0mIdZEa3kU6btHfzbEibz4
Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-05-04,0.673,0.567,7,-10.334,0,0.0322,0.0344,0.00506,0.151,0.497,136.005,spotify:track:1xUddpWyEuYl5T3mduKnOJ
A Bar Song (Tipsy),Shaboozey,2024-05-04,0.722,0.709,9,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,spotify:track:2FQrifJ1N335Ljm3TjTVVf
Talk My Shit,BossMan DLow,2024-05-04,0.614,0.463,1,-7.052,1,0.189,0.00923,0.0,0.263,0.252,112.789,spotify:track:6O3WfmAQIgnLBGVzZJVS40
Praise Jah In The Moonlight,YG Marley,2024-05-04,0.66,0.727,6,-4.028,0,0.0441,0.128,1.31e-05,0.524,0.418,125.023,spotify:track:3h5TiWTqGxjSjFrbruPFH9
Come And Get Your Love,Redbone,2024-05-04,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,spotify:track:7GVUmCP00eSsqc4tzj1sDD
Pedro,"Jaxomy, Agatino Romero & Raffaella Carra",2024-05-04,0.788,0.936,9,-6.294,1,0.301,0.0229,1.3e-06,0.311,0.844,151.019,spotify:track:48lxT5qJF0yYyf2z4wB4xW
I Can Do It With A Broken Heart,Taylor Swift,2024-05-04,0.701,0.751,0,-8.39,1,0.0502,0.123,0.0,0.15,0.22,129.994,spotify:track:2fPvQfGQEZOKtJ9qXeL4x8
Wind Up Missin' You,Tucker Wetmore,2024-05-04,0.572,0.722,6,-5.818,1,0.0363,0.512,1.12e-06,0.124,0.636,171.857,spotify:track:7iQMm50NNwlUIRWhONZR2k
Like That!,Laila!,2024-05-04,0.533,0.567,4,-8.983,1,0.0755,0.244,0.0,0.132,0.16,120.062,spotify:track:28ZwgrsyIbpX4diz92ACnm
Hide Away,Daya,2024-05-04,0.884,0.826,11,-3.672,0,0.0853,0.222,2.29e-06,0.0651,0.465,94.997,spotify:track:7fPyCCiXVwbzPQ1MtoUChl
Play That Funky Music,Wild Cherry,2024-05-04,0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,spotify:track:5uuJruktM9fMdN9Va0DUMl
Someday I'll Get It,Alek Olsen,2024-05-04,0.438,0.051,8,-22.44,1,0.0373,0.93,0.916,0.113,0.102,102.711,spotify:track:1lb0KfG9EyfSBsEifTUtXY
Zhurek,ADAM,2024-05-04,0.693,0.655,0,-4.411,1,0.031,0.68,0.00344,0.346,0.702,89.01,spotify:track:0ZyiSPeBaGwuisTDjyiZwh
End Of Beginning,Djo,2024-05-04,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,spotify:track:3qhlB30KknSejmIvZZLjOD
Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2024-05-04,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,spotify:track:5rb9QrpfcKFHM1EUbSIurX
Dance You Outta My Head,Cat Janice,2024-05-04,0.751,0.712,2,-7.181,0,0.0548,0.0608,0.0,0.1,0.598,115.966,spotify:track:6NMqeF0Ssmi7d3dSUqnOFf
Verdi: Messa da Requiem: II. Dies Irae,Daniel Barenboim & Chicago Symphony Orchestra,2024-05-04,0.446,0.0861,9,-24.905,0,0.044,0.995,0.889,0.0598,0.178,106.049,spotify:track:0ErC4lhBSpcKYdHczvTcaE
Beautiful Things,Benson Boone,2024-05-04,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,spotify:track:6tNQ70jh4OwmPGpYy6R2o9
Back It Up And Dump It (Dump Truck),"Kinfolk Thugs, GC Eternal & Tyme Bomb",2024-05-04,0.708,0.657,0,-8.074,0,0.098,0.114,0.0,0.296,0.803,139.851,spotify:track:3hFnQwSt5zAWaYpLuMSWB7
Ooo La La La,Teena Marie,2024-05-04,0.534,0.58,5,-10.488,1,0.0368,0.329,0.0,0.128,0.637,173.417,spotify:track:3lTEXatUG1GWFiDhWsrYAi
My Shirt,38 Dezzie,2024-05-04,0.731,0.711,11,-7.735,0,0.129,0.0832,6.33e-06,0.205,0.403,169.938,spotify:track:51AkDKHmXwHiDW38Ezq2Fh
Slay!,Eternxlkz,2024-05-04,0.681,0.773,1,-4.706,1,0.0345,0.0863,0.734,0.0978,0.504,129.923,spotify:track:67smGwuPEtA6GAfeweAVNO
Anything,Adrianne Lenker,2024-05-04,0.388,0.291,3,-12.952,1,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,spotify:track:4PwWESSlTwzvw9B7bmtTLS
Jump,Tyla x Gunna x Skillibeng,2024-05-04,0.79,0.716,10,-3.446,0,0.0929,0.0297,1.87e-05,0.213,0.627,100.104,spotify:track:6XpEm7VJ7TZxZTawH8BCSW
Fortnight,Taylor Swift Featuring Post Malone,2024-05-04,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,spotify:track:2OzhQlSqBEmt7hmkYxfT6m
