title,artist,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,2023-10-28,0.741,0.61,6,-7.34,0,0.0511,0.316,0.0,0.534,0.72,125.99,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS
Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,2023-10-28,0.844,0.355,7,-7.845,1,0.0827,0.0078,0.00336,0.0562,0.165,92.017,spotify:track:45euROxELkNSxSsti0aja5
Lil Boo Thang,Paul Russell,2023-10-28,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3
Mr. Take Ya B*tch,Lil Mabu & chriseanrock,2023-10-28,0.614,0.574,11,-9.747,0,0.451,0.111,0.0,0.149,0.432,143.748,spotify:track:6591oPA9nKFawSWOcQcL8A
Agora Hills,Doja Cat,2023-10-28,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,spotify:track:7dJYggqjKo71KI9sLzqCs8
Virginia Beach,Drake,2023-10-28,0.402,0.514,1,-7.322,0,0.0471,0.106,0.0,0.181,0.2,120.009,spotify:track:3eP13S8D5m2cweMEg3ZDed
Fuck Up Yo Life (Sped Up Version),Rucci,2023-10-28,0.796,0.452,1,-12.869,0,0.082,0.00451,0.0,0.0912,0.681,105.57,spotify:track:3R2qkPYByhYNuQI0nfwJTe
Cruel Summer,Taylor Swift,2023-10-28,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
500lbs (Slowed Down),Lil Tecca,2023-10-28,0.724,0.779,7,-5.412,0,0.0807,0.098,0.0,0.127,0.53,123.013,spotify:track:6rjuKpPydT2SxN15TZpV7r
Wonder If U Care,flyingfish,2023-10-28,0.426,0.67,5,-8.947,0,0.0353,2.15e-05,0.706,0.124,0.179,78.487,spotify:track:0KdEx2ETCXYZeEVAZS4sJ4
This Is Halloween,The Party Cats,2023-10-28,0.59,0.468,0,-7.58,0,0.0518,0.741,0.0,0.109,0.443,167.589,spotify:track:7m7mAJ1pj99t0AzceCG3p2
"Spooky, Scary Skeletons (House VIP Remix)",Crystal Knives & Lex Allen,2023-10-28,0.633,0.804,7,-3.019,1,0.0348,0.321,6.56e-05,0.359,0.3,145.0,spotify:track:7LmNkYE8oHU1vMvGCcZCsi
My Dawg,Lil Baby,2023-10-28,0.943,0.544,10,-6.292,0,0.0642,0.0336,0.0,0.0954,0.515,133.012,spotify:track:7CEJH5Ed7FBbXF6CqBQPlJ
The Good Life,OneRepublic,2023-10-28,0.636,0.708,6,-7.057,1,0.0512,0.0818,0.0,0.117,0.662,94.987,spotify:track:61EvKG3DwaDPcscB0QpJrs
Big Dick Randy,DigBar,2023-10-28,0.622,0.54,1,-10.12,1,0.337,0.173,0.0,0.127,0.533,155.984,spotify:track:7556LMF1GR5QawF5PHLjI7
Low Life,Future Featuring The Weeknd,2023-10-28,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,spotify:track:7EiZI6JVHllARrX9PUvAdX
Lollipop,"Darell, Ozuna & Maluma",2023-10-28,0.846,0.738,3,-4.537,0,0.0803,0.234,0.0,0.0987,0.949,102.978,spotify:track:1S2WWT5jW9J3MauQ7r7qN4
Handsome & Wealthy,Migos,2023-10-28,0.859,0.665,11,-2.907,0,0.102,0.00348,0.0,0.094,0.236,145.913,spotify:track:2ZBnK2CGFK6jcagWrpyPzA
Ecstacy (Slowed),SUICIDAL-IDOL,2023-10-28,0.551,0.677,2,-7.311,1,0.0665,0.0173,0.0,0.381,0.195,106.414,spotify:track:1JgknGBbrfmEHeOZH051SS
Strangers,Kenya Grace,2023-10-28,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,spotify:track:5mjYQaktjmjcMKcUIcqz4s
Monaco,Bad Bunny,2023-10-28,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
My Love Mine All Mine,Mitski,2023-10-21,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Wicked,Future,2023-10-21,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,spotify:track:6BbINUfGabVyiNFJpQXn3x
IDGAF,Drake Featuring Yeat,2023-10-21,0.673,0.672,8,-8.577,1,0.224,0.0466,0.000284,0.193,0.14,136.902,spotify:track:2YSzYUF3jWqb9YP9VXmpjE
Bando (Sped Up + Reverb),bbygirl,2023-10-21,0.604,0.666,7,-13.494,0,0.029,0.0296,7.35e-06,0.135,0.355,121.696,spotify:track:4mIxQgfLFyTIK9DPR28PCm
Ecstacy (Slowed),SUICIDAL-IDOL,2023-10-21,0.551,0.677,2,-7.311,1,0.0665,0.0173,0.0,0.381,0.195,106.414,spotify:track:1JgknGBbrfmEHeOZH051SS
We Fell In Love In October,girl in red,2023-10-21,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,spotify:track:6IPwKM3fUUzlElbvKw2sKl
Paint The Town Red,Doja Cat,2023-10-21,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,spotify:track:2IGMVunIBsBLtEQyoI1Mu7
Wassup Gwayy,FamousSally & YB,2023-10-21,0.859,0.446,2,-8.711,1,0.324,0.0173,0.0,0.0826,0.377,153.091,spotify:track:0CtuA9sDnOAU3NM8bHIMyu
Greedy (Sped Up),Tate McRae,2023-10-21,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
I Love You Hoe,Odetari & 9lives,2023-10-21,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
Gorgeous,"Tee Grizzley, City Girls & Skilla Baby",2023-10-21,0.814,0.648,2,-4.996,1,0.22,0.0507,0.0,0.102,0.328,93.941,spotify:track:7mEyNyiz1n32CX9lbgBpBq
Wop,J. Dash,2023-10-21,0.836,0.817,7,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007,spotify:track:3zbnvxvqV5lL4Vq0FznWsX
Barbie,JaidynAlexis,2023-10-21,0.92,0.662,0,-7.659,1,0.244,0.0026,0.00131,0.0856,0.767,120.012,spotify:track:299qlT1YcZ3DVlKCoqRoV7
Untitled (Slowed & Reverb),JOIE GREY,2023-10-21,0.603,0.457,1,-13.982,1,0.0356,0.89,0.662,0.108,0.231,114.283,spotify:track:2kNmRkCF76KljDNfFgcTfo
Lil Boo Thang,Paul Russell,2023-10-21,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3
What Was I Made For?,Billie Eilish,2023-10-21,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
Water,Tyla,2023-10-21,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,spotify:track:5aIVCx5tnk0ntmdiinnYvw
White Tee,Summer Walker & NO1-NOAH,2023-10-21,0.73,0.468,6,-9.911,0,0.314,0.711,5e-06,0.101,0.6,74.044,spotify:track:2f86Ae3R4OKAu1lEIqouih
Ick (Alt Ending),Lay Bankz,2023-10-21,0.895,0.766,2,-3.259,1,0.128,0.264,1.22e-06,0.148,0.518,137.984,spotify:track:7jhIMRxLmCPWE2AdCv7nLf
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,2023-10-21,0.741,0.61,6,-7.34,0,0.0511,0.316,0.0,0.534,0.72,125.99,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS
Darkest Before Dawn,BashfortheWorld,2023-10-21,0.906,0.733,11,-5.509,0,0.284,0.0377,0.0,0.0765,0.597,121.997,spotify:track:4RIdKsqdglJ5JqTG8kTvw7
SkeeYee,Sexyy Red,2023-10-21,0.771,0.689,1,-5.022,1,0.0682,0.0251,0.0,0.645,0.65,82.503,spotify:track:7icwQvajsokotDfM3tefW6
Virginia Beach,Drake,2023-10-21,0.402,0.514,1,-7.322,0,0.0471,0.106,0.0,0.181,0.2,120.009,spotify:track:3eP13S8D5m2cweMEg3ZDed
Soak City,310babii,2023-10-21,0.869,0.718,9,-5.08,1,0.113,0.00784,0.0,0.331,0.347,101.891,spotify:track:779jpZikRmH99DiSVpwCHD
Wonder If U Care,flyingfish,2023-10-21,0.426,0.67,5,-8.947,0,0.0353,2.15e-05,0.706,0.124,0.179,78.487,spotify:track:0KdEx2ETCXYZeEVAZS4sJ4
Strangers,Kenya Grace,2023-10-21,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,spotify:track:5mjYQaktjmjcMKcUIcqz4s
7 Years,Lukas Graham,2023-10-21,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,spotify:track:5kqIPrATaCc2LqxVWzQGbk
Lollipop,"Darell, Ozuna & Maluma",2023-10-21,0.846,0.738,3,-4.537,0,0.0803,0.234,0.0,0.0987,0.949,102.978,spotify:track:1S2WWT5jW9J3MauQ7r7qN4
This Is Halloween,The Party Cats,2023-10-21,0.59,0.468,0,-7.58,0,0.0518,0.741,0.0,0.109,0.443,167.589,spotify:track:7m7mAJ1pj99t0AzceCG3p2
Flex Up,"Lil Yachty, Future & Playboi Carti",2023-10-21,0.887,0.597,6,-6.66,0,0.281,0.0704,0.0,0.178,0.477,129.976,spotify:track:1sxGIhaxY8eF52e1TlShSP
Looking For The Hoes (Ain't My Fault),Sexyy Red,2023-10-21,0.738,0.608,8,-6.727,0,0.321,0.0267,0.0,0.359,0.485,75.511,spotify:track:4LadsagnXZM7SEOpHjHIHA
Cruel Summer,Taylor Swift,2023-10-21,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
Get Him Back!,Olivia Rodrigo,2023-10-21,0.553,0.847,5,-5.736,1,0.187,0.0143,0.0,0.561,0.733,162.024,spotify:track:2gyxAWHebV7xPYVxqoi86f
Low Life,Future Featuring The Weeknd,2023-10-21,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,spotify:track:7EiZI6JVHllARrX9PUvAdX
First Person Shooter,Drake Featuring J. Cole,2023-10-21,0.475,0.655,11,-7.342,0,0.33,0.0306,0.0,0.375,0.245,163.997,spotify:track:7aqfrAY2p9BUSiupwk3svU
Fuck Up Yo Life (Sped Up Version),Rucci,2023-10-21,0.796,0.452,1,-12.869,0,0.082,0.00451,0.0,0.0912,0.681,105.57,spotify:track:3R2qkPYByhYNuQI0nfwJTe
Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,2023-10-21,0.624,0.796,6,-5.413,0,0.169,0.0541,0.0,0.258,0.704,145.212,spotify:track:1TgStpMGTflN84asKJ8VU3
Rolex,Ayo & Teo,2023-10-21,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,spotify:track:36Hwcla06Q5BCr59CL0sBp
Demons,Doja Cat,2023-10-21,0.831,0.362,1,-6.085,1,0.229,0.000156,0.0162,0.168,0.313,139.941,spotify:track:1xemKSmCnH59ze3KX5wwgH
Montagem - Pr Funk,S3BZS,2023-10-21,0.877,0.803,9,-3.195,1,0.0507,0.734,0.056,0.087,0.795,130.028,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf
Segun Quien,Maluma & Carin Leon,2023-10-21,0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,spotify:track:6DUdDIRgLqCGq1DwkNWQTN
"When Will My Life Begin (Reprise 2) (From ""Tangled""/Soundtrack Version)",Mandy Moore,2023-10-21,0.285,0.19,4,-13.548,1,0.0416,0.901,0.00119,0.114,0.087,109.58,spotify:track:4jyru1nUrepszk5VMBgsSn
Mama's Boy,Dominic Fike,2023-10-21,0.807,0.354,9,-7.554,1,0.0321,0.15,0.713,0.186,0.602,78.964,spotify:track:0b6xZk9f96N77BfmYWnQNC
This Is Halloween,Hairy & Scary Creatures,2023-10-21,0.647,0.603,6,-9.52,1,0.828,0.872,0.0,0.671,0.691,112.537,spotify:track:3FAmlmz6qSP4K8hGaz0pwd
I'll Be Around,Cee-Lo Featuring Timbaland,2023-10-21,0.543,0.69,6,-5.733,1,0.232,0.297,0.000931,0.0663,0.894,92.847,spotify:track:2TIGwYiQYr1N5zTOQToDfK
El Plebe y El Cholo,Beto Quintanilla,2023-10-21,0.74,0.778,7,-4.122,1,0.0677,0.224,0.0,0.0881,0.784,109.704,spotify:track:2jR8SDgmlxxxsiJ2iwd6Ms
I Want U,Genshin,2023-10-21,0.562,0.59,11,-11.935,1,0.045,0.104,0.578,0.0906,0.363,174.011,spotify:track:3OIOeas9lS9BiwXH9a0Y2d
Agora Hills,Doja Cat,2023-10-21,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,spotify:track:7dJYggqjKo71KI9sLzqCs8
Just A Girl,No Doubt,2023-10-21,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,spotify:track:5lWRaa0fBxDE5yU91npPq7
LaLa,Myke Towers,2023-10-21,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,spotify:track:7ABLbnD53cQK00mhcaOUVG
My Love Mine All Mine,Mitski,2023-10-14,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Paint The Town Red,Doja Cat,2023-10-14,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,spotify:track:2IGMVunIBsBLtEQyoI1Mu7
Ecstacy (Slowed),SUICIDAL-IDOL,2023-10-14,0.551,0.677,2,-7.311,1,0.0665,0.0173,0.0,0.381,0.195,106.414,spotify:track:1JgknGBbrfmEHeOZH051SS
Sky,Playboi Carti,2023-10-14,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,spotify:track:29TPjc8wxfz4XMn21O7VsZ
We Fell In Love In October,girl in red,2023-10-14,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,spotify:track:6IPwKM3fUUzlElbvKw2sKl
Greedy (Sped Up),Tate McRae,2023-10-14,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
Bando (Sped Up + Reverb),bbygirl,2023-10-14,0.604,0.666,7,-13.494,0,0.029,0.0296,7.35e-06,0.135,0.355,121.696,spotify:track:4mIxQgfLFyTIK9DPR28PCm
Wassup Gwayy,FamousSally & YB,2023-10-14,0.859,0.446,2,-8.711,1,0.324,0.0173,0.0,0.0826,0.377,153.091,spotify:track:0CtuA9sDnOAU3NM8bHIMyu
Wop,J. Dash,2023-10-14,0.836,0.817,7,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007,spotify:track:3zbnvxvqV5lL4Vq0FznWsX
Darkest Before Dawn,BashfortheWorld,2023-10-14,0.906,0.733,11,-5.509,0,0.284,0.0377,0.0,0.0765,0.597,121.997,spotify:track:4RIdKsqdglJ5JqTG8kTvw7
Rolex,Ayo & Teo,2023-10-14,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,spotify:track:36Hwcla06Q5BCr59CL0sBp
What Was I Made For?,Billie Eilish,2023-10-14,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
Water,Tyla,2023-10-14,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,spotify:track:5aIVCx5tnk0ntmdiinnYvw
Epiphany (I'm Leaving),Chrisette Michele,2023-10-14,0.828,0.549,1,-5.506,1,0.06,0.0137,0.503,0.734,0.167,80.003,spotify:track:1QQIi0N6NqkSKtCPN8vYwr
Ick (Alt Ending),Lay Bankz,2023-10-14,0.895,0.766,2,-3.259,1,0.128,0.264,1.22e-06,0.148,0.518,137.984,spotify:track:7jhIMRxLmCPWE2AdCv7nLf
Flex Up,"Lil Yachty, Future & Playboi Carti",2023-10-14,0.887,0.597,6,-6.66,0,0.281,0.0704,0.0,0.178,0.477,129.976,spotify:track:1sxGIhaxY8eF52e1TlShSP
I Love You Hoe,Odetari & 9lives,2023-10-14,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
Segun Quien,Maluma & Carin Leon,2023-10-14,0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,spotify:track:6DUdDIRgLqCGq1DwkNWQTN
Gorgeous,"Tee Grizzley, City Girls & Skilla Baby",2023-10-14,0.814,0.648,2,-4.996,1,0.22,0.0507,0.0,0.102,0.328,93.941,spotify:track:7mEyNyiz1n32CX9lbgBpBq
I'm Blessed,Charlie Wilson Featuring T.I.,2023-10-14,0.638,0.738,8,-4.392,1,0.0472,0.425,0.0,0.222,0.698,160.09,spotify:track:68DX4i0P879CnofKV7EvXI
Cruel Summer,Taylor Swift,2023-10-14,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
SkeeYee,Sexyy Red,2023-10-14,0.771,0.689,1,-5.022,1,0.0682,0.0251,0.0,0.645,0.65,82.503,spotify:track:7icwQvajsokotDfM3tefW6
Strangers,Kenya Grace,2023-10-14,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,spotify:track:5mjYQaktjmjcMKcUIcqz4s
Get Him Back!,Olivia Rodrigo,2023-10-14,0.553,0.847,5,-5.736,1,0.187,0.0143,0.0,0.561,0.733,162.024,spotify:track:2gyxAWHebV7xPYVxqoi86f
Looking For The Hoes (Ain't My Fault),Sexyy Red,2023-10-14,0.738,0.608,8,-6.727,0,0.321,0.0267,0.0,0.359,0.485,75.511,spotify:track:4LadsagnXZM7SEOpHjHIHA
White Tee,Summer Walker & NO1-NOAH,2023-10-14,0.73,0.468,6,-9.911,0,0.314,0.711,5e-06,0.101,0.6,74.044,spotify:track:2f86Ae3R4OKAu1lEIqouih
Big Dick Randy,DigBar,2023-10-14,0.622,0.54,1,-10.12,1,0.337,0.173,0.0,0.127,0.533,155.984,spotify:track:7556LMF1GR5QawF5PHLjI7
7 Years,Lukas Graham,2023-10-14,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,spotify:track:5kqIPrATaCc2LqxVWzQGbk
Lil Boo Thang,Paul Russell,2023-10-14,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3
I'll Be Around,Cee-Lo Featuring Timbaland,2023-10-14,0.543,0.69,6,-5.733,1,0.232,0.297,0.000931,0.0663,0.894,92.847,spotify:track:2TIGwYiQYr1N5zTOQToDfK
Soak City,310babii,2023-10-14,0.869,0.718,9,-5.08,1,0.113,0.00784,0.0,0.331,0.347,101.891,spotify:track:779jpZikRmH99DiSVpwCHD
Deli,Ice Spice,2023-10-14,0.793,0.768,1,-6.244,1,0.144,0.118,3.65e-05,0.114,0.261,140.141,spotify:track:5JYPXqMwYc0zTODQdjMEZN
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,2023-10-14,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,spotify:track:4KULAymBBJcPRpk1yO4dOG
LaLa,Myke Towers,2023-10-14,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,spotify:track:7ABLbnD53cQK00mhcaOUVG
I Can Make It,CRi,2023-10-14,0.754,0.579,9,-7.497,1,0.0309,0.00689,0.595,0.0823,0.31,128.03,spotify:track:5ciL7TMQsSDLIkrGXuRYbY
Buckle Up (Sped Up),Philly Goats X PGS Spence,2023-10-14,0.747,0.682,1,-6.442,1,0.208,0.0296,0.0,0.125,0.301,140.025,spotify:track:5ksLxzUv8ROKYmvHJdCkna
Demons,Doja Cat,2023-10-14,0.831,0.362,1,-6.085,1,0.229,0.000156,0.0162,0.168,0.313,139.941,spotify:track:1xemKSmCnH59ze3KX5wwgH
Mama's Boy,Dominic Fike,2023-10-14,0.807,0.354,9,-7.554,1,0.0321,0.15,0.713,0.186,0.602,78.964,spotify:track:0b6xZk9f96N77BfmYWnQNC
Fukumean,Gunna,2023-10-14,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,spotify:track:4rXLjWdF2ZZpXCVTfWcshS
Batallando de Este Lado,Raul Beltran & Primicia de Sinaloa,2023-10-14,0.878,0.726,3,-5.655,1,0.0337,0.761,0.000754,0.0966,0.946,132.977,spotify:track:6W1KrVu3XVkU6HiCV01gNe
Fine Line,Harry Styles,2023-10-14,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,spotify:track:6VzcQuzTNTMFnJ6rBSaLH9
Montagem - Pr Funk,S3BZS,2023-10-14,0.877,0.803,9,-3.195,1,0.0507,0.734,0.056,0.087,0.795,130.028,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf
Ella Baila Sola,Eslabon Armado X Peso Pluma,2023-10-14,0.441,0.286,5,-10.795,0,0.0283,0.896,0.657,0.115,0.238,147.222,spotify:track:7tl5FUIgREcrcJZyrdt4DX
Where You Are,"Christopher Jackson, Rachel House, Nicole Scherzinger, Auli'i Cravalho & Louise Bush",2023-10-14,0.707,0.656,4,-9.279,1,0.173,0.743,0.0,0.172,0.748,118.037,spotify:track:2bwSCIuNtVrQPVddCi8sOW
Good Loyal Thots,Odetari,2023-10-14,0.585,0.86,6,-5.274,1,0.116,0.0566,0.000142,0.18,0.607,146.441,spotify:track:06tNJ27nVxbDwhiQMChWyr
Handsome & Wealthy,Migos,2023-10-14,0.859,0.665,11,-2.907,0,0.102,0.00348,0.0,0.094,0.236,145.913,spotify:track:2ZBnK2CGFK6jcagWrpyPzA
GMFU,Odetari & 6arelyhuman,2023-10-14,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
Lovely Bastards,yatashigang & ZWE1HVNDXR,2023-10-14,0.256,0.858,1,2.524,1,0.254,0.0108,0.0,0.0819,0.076,114.735,spotify:track:2qCvsmE9jO1QQQQ1jpndVZ
Dear Theodosia,Leslie Odom Jr. & Lin-Manuel Miranda,2023-10-14,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,spotify:track:4TTV7EcfroSLWzXRY6gLv6
Vengeance,iwilldiehere,2023-10-14,0.355,0.586,1,-6.724,0,0.0382,0.00547,0.291,0.171,0.272,49.983,spotify:track:026clk0faUVTcKox0d2JCE
Sky,Playboi Carti,2023-10-07,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,spotify:track:29TPjc8wxfz4XMn21O7VsZ
Paint The Town Red,Doja Cat,2023-10-07,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,spotify:track:2IGMVunIBsBLtEQyoI1Mu7
Wassup Gwayy,FamousSally & YB,2023-10-07,0.859,0.446,2,-8.711,1,0.324,0.0173,0.0,0.0826,0.377,153.091,spotify:track:0CtuA9sDnOAU3NM8bHIMyu
Greedy (Sped Up),Tate McRae,2023-10-07,0.736,0.68,8,-4.093,0,0.0368,0.234,0.0,0.103,0.71,122.101,spotify:track:6y6KaCid6AI0P5h8ozb0eZ
My Love Mine All Mine,Mitski,2023-10-07,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Rolex,Ayo & Teo,2023-10-07,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,spotify:track:36Hwcla06Q5BCr59CL0sBp
Bando (Sped Up + Reverb),bbygirl,2023-10-07,0.604,0.666,7,-13.494,0,0.029,0.0296,7.35e-06,0.135,0.355,121.696,spotify:track:4mIxQgfLFyTIK9DPR28PCm
Ick (Alt Ending),Lay Bankz,2023-10-07,0.895,0.766,2,-3.259,1,0.128,0.264,1.22e-06,0.148,0.518,137.984,spotify:track:7jhIMRxLmCPWE2AdCv7nLf
Darkest Before Dawn,BashfortheWorld,2023-10-07,0.906,0.733,11,-5.509,0,0.284,0.0377,0.0,0.0765,0.597,121.997,spotify:track:4RIdKsqdglJ5JqTG8kTvw7
What Was I Made For?,Billie Eilish,2023-10-07,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
Ecstacy (Slowed),SUICIDAL-IDOL,2023-10-07,0.551,0.677,2,-7.311,1,0.0665,0.0173,0.0,0.381,0.195,106.414,spotify:track:1JgknGBbrfmEHeOZH051SS
We Fell In Love In October,girl in red,2023-10-07,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,spotify:track:6IPwKM3fUUzlElbvKw2sKl
Flex Up,"Lil Yachty, Future & Playboi Carti",2023-10-07,0.887,0.597,6,-6.66,0,0.281,0.0704,0.0,0.178,0.477,129.976,spotify:track:1sxGIhaxY8eF52e1TlShSP
Water,Tyla,2023-10-07,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,spotify:track:5aIVCx5tnk0ntmdiinnYvw
Epiphany (I'm Leaving),Chrisette Michele,2023-10-07,0.828,0.549,1,-5.506,1,0.06,0.0137,0.503,0.734,0.167,80.003,spotify:track:1QQIi0N6NqkSKtCPN8vYwr
I Love You Hoe,Odetari & 9lives,2023-10-07,0.477,0.565,1,-8.3,1,0.0334,0.000195,0.0011,0.193,0.0399,151.928,spotify:track:0NaUT74rJ0NHS62fewzatU
Segun Quien,Maluma & Carin Leon,2023-10-07,0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,spotify:track:6DUdDIRgLqCGq1DwkNWQTN
Wop,J. Dash,2023-10-07,0.836,0.817,7,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007,spotify:track:3zbnvxvqV5lL4Vq0FznWsX
Cruel Summer,Taylor Swift,2023-10-07,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
Strangers,Kenya Grace,2023-10-07,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,spotify:track:5mjYQaktjmjcMKcUIcqz4s
I'm Blessed,Charlie Wilson Featuring T.I.,2023-10-07,0.638,0.738,8,-4.392,1,0.0472,0.425,0.0,0.222,0.698,160.09,spotify:track:68DX4i0P879CnofKV7EvXI
Mama's Boy,Dominic Fike,2023-10-07,0.807,0.354,9,-7.554,1,0.0321,0.15,0.713,0.186,0.602,78.964,spotify:track:0b6xZk9f96N77BfmYWnQNC
SkeeYee,Sexyy Red,2023-10-07,0.771,0.689,1,-5.022,1,0.0682,0.0251,0.0,0.645,0.65,82.503,spotify:track:7icwQvajsokotDfM3tefW6
